Year,Month,Day,Period,309_WIND_1,317_WIND_1,303_WIND_1,122_WIND_1
2020,3,13,21,2.72,62.92,4.24,30.04
2020,3,13,22,2.56,44.68,0.4,48.72
2020,3,13,23,0,66.6,10.32,42.84
2020,3,13,24,0,47.68,4.64,71.04
2020,3,14,1,0,51.68,6.04,87.88
2020,3,14,2,0.12,65.48,8.24,82.04
2020,3,14,3,0.56,54.6,47.64,79.76
2020,3,14,4,6.04,27.24,58.72,72.32
2020,3,14,5,13.52,38.24,88.32,42.84
2020,3,14,6,14.68,7.28,118.8,29.76
2020,3,14,7,12.2,1.28,131.24,19.6
2020,3,14,8,9.12,0.44,125.32,21.92
2020,3,14,9,9.52,0.08,122.28,6.12
2020,3,14,10,8.72,0,80.76,0
2020,3,14,11,7.68,0,89.72,3.16
2020,3,14,12,5.36,0.08,75.4,4.08
2020,3,14,13,3.24,1.48,54.68,2.36
2020,3,14,14,0.88,1.56,36.8,6.92
2020,3,14,15,0.28,5.68,34,0.8
2020,3,14,16,0.32,4.28,65.88,0.2
2020,3,14,17,0.2,12.04,104.48,0.84
2020,3,14,18,0.08,6.96,44.6,0
2020,3,14,19,0.64,0,32.2,0
2020,3,14,20,0.6,0,38.28,0
2020,3,14,21,0.28,0,71.08,6.72
2020,3,14,22,0.36,0,90.4,0.04
2020,3,14,23,4.08,0,117.28,0
2020,3,14,24,13.48,0,125.76,0
2020,3,15,1,6.28,0,147.16,0
2020,3,15,2,13.44,7.08,162.56,0
2020,3,15,3,17.6,19.6,168.4,0
2020,3,15,4,17.8,28.24,165.72,4.64
2020,3,15,5,19.36,52.04,170.04,13.2
2020,3,15,6,18.76,98,159.32,43.84
2020,3,15,7,16.08,115,131.2,73.48
2020,3,15,8,16.12,101.36,85.64,89.88
2020,3,15,9,14.84,107.04,74.64,89.32
2020,3,15,10,9.04,96.28,63.92,50.56
2020,3,15,11,2.84,98.8,36.08,43.48
2020,3,15,12,3.24,133.56,8.04,67.88
2020,3,15,13,4.36,144.24,0.36,96.12
2020,3,15,14,3.64,121.48,0,121.76
2020,3,15,15,2.64,93.8,0,158.04
2020,3,15,16,1.12,60.04,0,160.4
2020,3,15,17,0.52,55.12,0,130.04
2020,3,15,18,0,4.04,0,31.64
2020,3,15,19,0,1.92,0,5.16
2020,3,15,20,1.08,46.04,0,1.48
2020,3,15,21,28.48,22.8,0,0
2020,3,15,22,12.92,3,0,0
2020,3,15,23,10,1.4,0,0
2020,3,15,24,11.64,10.44,0,0
2020,3,16,1,10.84,9.96,10.64,0
2020,3,16,2,18.96,13.28,34.32,0
2020,3,16,3,25.8,12.36,53.16,0
2020,3,16,4,12.6,6.52,37.56,0
2020,3,16,5,21.84,0,67.04,0
2020,3,16,6,20.4,0,47.76,0
2020,3,16,7,24.88,0,47.52,0
2020,3,16,8,20.96,0,37.36,0
2020,3,16,9,17.12,0,28.6,0
2020,3,16,10,11.88,0,17.12,9.36
2020,3,16,11,0,0,1,7
2020,3,16,12,0,0,2.12,0
2020,3,16,13,1.88,0,21.92,27.96
2020,3,16,14,6.72,8.16,29.76,47.2
2020,3,16,15,4.6,39.08,32.2,36.56
2020,3,16,16,3.92,42.52,27.72,24.4
2020,3,16,17,2.56,52.44,31.68,11.8
2020,3,16,18,1.08,31.48,23.32,5
2020,3,16,19,2.84,34.16,14.56,2.04
2020,3,16,20,9.4,21.52,33.2,18.2
2020,3,16,21,9.2,143.6,12.64,122.12
2020,3,16,22,12.8,291.4,7.64,245.36
2020,3,16,23,9.92,296.84,10.52,268.08
2020,3,16,24,9.68,302.44,15.8,268.48
2020,3,17,1,2.72,302.68,2.8,276.52
2020,3,17,2,20,299.64,11.64,278.32
2020,3,17,3,18.08,299.32,25.88,272.84
2020,3,17,4,3.56,297.84,25.16,268.44
2020,3,17,5,12.16,260.28,20.36,264.56
2020,3,17,6,22.88,240.72,8.88,264.24
2020,3,17,7,15.32,216.88,33.32,274.2
2020,3,17,8,23.16,202,29.36,212.32
2020,3,17,9,23.48,212,17.32,185.2
2020,3,17,10,13.44,84.32,0,108.6
2020,3,17,11,4.84,68.36,0,19.16
2020,3,17,12,0.72,52.92,0.8,4.24
2020,3,17,13,1.92,48.24,4.6,6.32
2020,3,17,14,8.52,50.72,4.16,0.28
2020,3,17,15,8.84,53.72,20,0.32
2020,3,17,16,4.36,51.6,36.24,11.68
2020,3,17,17,4.6,59.96,55.24,65.32
2020,3,17,18,6.84,51.72,43.76,33.36
2020,3,17,19,1.64,26.24,17.96,9.32
2020,3,17,20,0.36,51.76,20.24,0
2020,3,17,21,4.52,0,70.44,0
2020,3,17,22,11.6,19.72,50.8,0
2020,3,17,23,4.08,62.6,135.2,1.32
2020,3,17,24,9.56,81.08,84.8,32.8
2020,3,18,1,30.6,17.72,93.28,15.96
2020,3,18,2,32.28,37.44,135.92,106.28
2020,3,18,3,36.8,46.32,152.04,81.32
2020,3,18,4,47.28,165.64,213.32,78.56
2020,3,18,5,44.16,94.8,185.92,66.12
2020,3,18,6,44.4,100.12,230.96,50.96
2020,3,18,7,46.56,100.56,248.84,25.32
2020,3,18,8,45.56,142.44,280.36,5.12
2020,3,18,9,48.4,159.52,252.96,1.68
2020,3,18,10,39.72,142.2,134.16,0
2020,3,18,11,31.2,171.28,87.04,0.68
2020,3,18,12,24.88,120.88,72.68,8.6
2020,3,18,13,21.32,73.92,87.96,47.64
2020,3,18,14,15.96,69.96,117.2,34.48
2020,3,18,15,33.12,88.12,157.92,17.12
2020,3,18,16,31.76,63.28,255.2,0.04
2020,3,18,17,19.36,27.56,233.44,32.24
2020,3,18,18,7.88,7.44,123.64,2.64
2020,3,18,19,7.88,21.6,73.32,5.72
2020,3,18,20,24.6,23.12,59.48,115.04
2020,3,18,21,20.72,113.84,6.64,112.04
2020,3,18,22,19.72,219.84,1.68,155.24
2020,3,18,23,36.24,253.56,59.76,164.8
2020,3,18,24,27.08,242,39.04,185.72
2020,3,19,1,36.2,259.68,17.08,225.72
2020,3,19,2,21.08,273.8,16.92,173.56
2020,3,19,3,11.44,282.16,32.68,132.44
2020,3,19,4,18.88,280.52,31.44,112
2020,3,19,5,14.44,291.52,35.84,222.36
2020,3,19,6,11.44,285.64,50.52,212.84
2020,3,19,7,12.56,283.2,49.96,193.8
2020,3,19,8,11.12,264.28,32.16,131.4
2020,3,19,9,28.72,226.88,17.68,147.44
2020,3,19,10,11.92,220.08,5.68,79.92
2020,3,19,11,10.88,166.12,19.28,83.52
2020,3,19,12,24.44,121.6,115.52,79.36
2020,3,19,13,31.2,87.16,61.12,92.32
2020,3,19,14,22.96,88.48,80.12,100.52
2020,3,19,15,6.48,154.84,66.2,138.84
2020,3,19,16,45.4,156.32,229.6,166.84
2020,3,19,17,53.96,163.48,36.04,151.48
2020,3,19,18,46.72,172.6,26.92,154.56
2020,3,19,19,49.64,256.16,8.96,76.8
2020,3,19,20,27.72,270.8,32.24,75.12
2020,3,19,21,26.2,186.64,15,139.32
2020,3,19,22,39.64,296.04,45.36,195.56
2020,3,19,23,34.16,256.52,33.4,134.96
2020,3,19,24,21.84,177.96,13.12,227.28
2020,3,20,1,8.8,75.56,4.24,228.68
2020,3,20,2,15.8,40.76,5.32,138.52
2020,3,20,3,33.52,5.76,4.36,23.44
2020,3,20,4,27.36,52.4,3.76,63.08
2020,3,20,5,2.12,83.36,9.88,75.28
2020,3,20,6,0.16,53.76,30.08,35.32
2020,3,20,7,0,40,34.36,5.76
2020,3,20,8,1.4,36.04,18.6,2.32
2020,3,20,9,2.04,23.76,0.88,19.28
2020,3,20,10,0,18.12,0,17.4
2020,3,20,11,0,1.4,0,18.68
2020,3,20,12,0,0.92,0.04,33.2
2020,3,20,13,0,1.76,4.84,15
2020,3,20,14,0,0.28,13.84,3.44
2020,3,20,15,0,1.2,47.2,2.44
2020,3,20,16,0.2,6.08,5.92,1.48
2020,3,20,17,0,3.4,2.68,16.28
2020,3,20,18,1.08,0.76,19.84,12.68
2020,3,20,19,0,6.56,14,0
2020,3,20,20,0,12.36,17.6,18.48
2020,3,20,21,0.32,37.04,134.2,0
2020,3,20,22,3.24,6.8,136.36,33.96
2020,3,20,23,7.48,31.16,104.24,55.96
2020,3,20,24,13.16,75.48,129.92,103
2020,3,21,1,7.44,35.76,158.96,131.64
2020,3,21,2,3.44,39.72,127.92,110
2020,3,21,3,6.28,52.88,101.92,124.84
2020,3,21,4,9.48,41.52,20.32,118.4
2020,3,21,5,2.76,10.6,41.28,74.64
2020,3,21,6,2.44,12.04,46.24,0.08
2020,3,21,7,5.2,79.64,43.56,0
2020,3,21,8,8.16,123.36,65,3.04
2020,3,21,9,9.76,145.2,181.44,14.96
2020,3,21,10,5.24,172.64,175.68,52.76
2020,3,21,11,4.2,195.8,56.84,76.64
2020,3,21,12,3.88,197.8,0.6,125.2
2020,3,21,13,0.4,181.68,10.16,186.2
2020,3,21,14,0.6,167.76,7.08,205.88
2020,3,21,15,3.28,147.04,5.08,201.52
2020,3,21,16,2.76,152.4,2.52,167.12
2020,3,21,17,6.04,135.48,5.84,134.36
2020,3,21,18,3.96,18.36,16.44,99.08
2020,3,21,19,1.32,11.56,45.44,54.88
2020,3,21,20,1.64,34.64,94.12,59.24
2020,3,21,21,4.36,14.96,129.2,100.72
2020,3,21,22,10.68,16.52,144.68,80.76
2020,3,21,23,5.16,52.28,145.08,75.64
2020,3,21,24,8.24,49.48,169.64,51.04
2020,3,22,1,3,23.04,155.28,23.88
2020,3,22,2,2.44,17.2,104.88,12.72
2020,3,22,3,2.72,9.48,99.84,9.64
2020,3,22,4,6.92,9.28,98.56,15.48
2020,3,22,5,7.8,4.64,103.68,12.76
2020,3,22,6,7.24,6.92,109.56,9.96
2020,3,22,7,7.92,9.12,119.48,14.92
2020,3,22,8,6.68,12.32,142.24,5.2
2020,3,22,9,8.2,11.36,143.56,2.28
2020,3,22,10,4.68,6.24,90.68,9.12
2020,3,22,11,4.96,0.6,56.72,4.64
2020,3,22,12,4.2,0,47.48,1.28
2020,3,22,13,2.88,0,39.24,2.92
2020,3,22,14,4,0.04,32.76,3.76
2020,3,22,15,2.64,0.08,31.52,4.44
2020,3,22,16,0.56,0.48,29.4,6.44
2020,3,22,17,0.04,1.2,25.88,6.16
2020,3,22,18,2.76,0,48.44,6.8
2020,3,22,19,0.84,0.76,55.36,11
2020,3,22,20,0,1,79.36,3.92
2020,3,22,21,0.4,9.12,118.28,0.68
2020,3,22,22,2.76,13.52,120.08,0.68
2020,3,22,23,0.28,6.64,143.48,6.32
2020,3,22,24,0,8.04,162.88,6.04
2020,3,23,1,0,14.28,168.92,8.16
2020,3,23,2,0,18.88,119.32,5.16
2020,3,23,3,0.32,8.2,87.52,3.84
2020,3,23,4,7.32,1.36,76.64,3.96
2020,3,23,5,8.72,0.4,70.72,0
2020,3,23,6,14.16,0.6,114.56,0
2020,3,23,7,15.88,0.04,156.52,0
2020,3,23,8,18.32,0.28,191.84,0.84
2020,3,23,9,17.16,1.48,149.28,1.08
2020,3,23,10,8.6,0,88.28,7.56
2020,3,23,11,7.04,0,74.28,0.92
2020,3,23,12,3.04,0,44.24,0.52
2020,3,23,13,1,0.12,14.84,0
2020,3,23,14,0.88,0.32,30.72,0.2
2020,3,23,15,0.68,0.04,21.4,0
2020,3,23,16,0.16,0,20.28,0
2020,3,23,17,0.4,7.68,31.84,0
2020,3,23,18,0.88,19.6,23.32,0
2020,3,23,19,3.12,14.8,34.96,0
2020,3,23,20,2.52,11.64,50.32,0
2020,3,23,21,1.08,12.8,49.12,7.76
2020,3,23,22,0,26,45.08,41.16
2020,3,23,23,0.04,57.6,32.32,144.28
2020,3,23,24,0.24,84.4,12.96,173.92
2020,3,24,1,10.16,63.36,17.52,180.36
2020,3,24,2,13.24,34.04,18.6,148.52
2020,3,24,3,9.44,28.32,20.32,108.48
2020,3,24,4,2.72,12.48,29.64,88.28
2020,3,24,5,9.08,4.92,16.56,77.32
2020,3,24,6,7,4.8,12.6,45.52
2020,3,24,7,5.24,8.4,10.08,20.48
2020,3,24,8,2.32,18.84,13.76,10.88
2020,3,24,9,1.32,14.24,6.68,1.96
2020,3,24,10,0.92,7.36,0,0
2020,3,24,11,0.04,13.32,0.12,0
2020,3,24,12,0,23.08,0.36,0
2020,3,24,13,0.88,15.24,0.32,0
2020,3,24,14,2.16,9.84,6.48,0.04
2020,3,24,15,3.92,8.04,25.8,0.12
2020,3,24,16,1,6.16,25.16,0.64
2020,3,24,17,1.28,7.2,53.68,0.64
2020,3,24,18,28.44,66.68,236.48,37.2
2020,3,24,19,16.52,39.88,158.32,9.52
2020,3,24,20,13.72,51.12,184.52,16.72
2020,3,24,21,18.56,73.2,234.52,20.24
2020,3,24,22,23.24,98.04,292.28,58.16
2020,3,24,23,34.4,114,292.6,106.2
2020,3,24,24,32.92,107.2,282.8,77.04
2020,3,25,1,43.16,128.88,227.48,41.52
2020,3,25,2,52.88,155.88,228.28,81.84
2020,3,25,3,50.12,139.52,231.44,72.88
2020,3,25,4,47.76,132.2,199.96,122.16
2020,3,25,5,33.28,116.84,115.64,132.68
2020,3,25,6,26.32,124.2,53.16,123.56
2020,3,25,7,23,108.36,34.44,121.72
2020,3,25,8,37.04,118.36,46.72,42
2020,3,25,9,25.48,47.44,78.04,5.64
2020,3,25,10,8.6,7.48,87.36,0.72
2020,3,25,11,6.8,6.4,116.56,1.76
2020,3,25,12,6.88,8.88,154.52,1.6
2020,3,25,13,4.32,3.48,132.24,0.84
2020,3,25,14,1.64,0,103.08,0.4
2020,3,25,15,0.44,0,88.2,0.92
2020,3,25,16,0,0.04,68.84,0.8
2020,3,25,17,0.12,0,50.52,1.04
2020,3,25,18,1.96,0.64,25.12,16.96
2020,3,25,19,2.16,2.52,18.12,17.4
2020,3,25,20,12.64,34.44,9.04,62.88
2020,3,25,21,31.92,256.04,9.2,237.12
2020,3,25,22,24.52,292.44,8.2,258.4
2020,3,25,23,9.08,295.24,2.56,262.72
2020,3,25,24,21.84,293.12,10.56,267.44
2020,3,26,1,20.4,279.2,19.96,267.12
2020,3,26,2,28.72,289.64,49.6,260.12
2020,3,26,3,38.72,288.88,93.64,255.64
2020,3,26,4,50.88,279.72,120.76,253.24
2020,3,26,5,53.16,264.84,150.56,254.68
2020,3,26,6,45.48,267,165.12,253.88
2020,3,26,7,41.08,257.12,141.84,253.32
2020,3,26,8,37.44,241,75.84,252.36
2020,3,26,9,25.4,231,15.84,250
2020,3,26,10,5,213,1.24,216.68
2020,3,26,11,5.96,184.28,2.04,173.92
2020,3,26,12,5,86.4,7.44,127.12
2020,3,26,13,2.6,69.76,16.6,84.68
2020,3,26,14,2.68,87.84,19.92,60.44
2020,3,26,15,2.68,95.4,15.24,59.24
2020,3,26,16,2.24,65.76,30.08,53.08
2020,3,26,17,4.72,80.52,82,78.88
2020,3,26,18,16.64,175.2,51.16,173
2020,3,26,19,10.52,205.68,57.6,224.44
2020,3,26,20,2.56,267.04,65.92,244.6
2020,3,26,21,48.2,285.28,160.76,259.84
2020,3,26,22,56,295.12,171.48,265.68
2020,3,26,23,57.04,280.56,231.76,267.52
2020,3,26,24,52.68,259.88,206.64,271.08
2020,3,27,1,55.52,225.64,170.64,275.32
2020,3,27,2,47.6,206.64,221.92,244.04
2020,3,27,3,46.76,287.96,264.72,197.96
2020,3,27,4,49.92,304.48,258.84,221.36
2020,3,27,5,45.28,304.6,243,251.56
2020,3,27,6,40.32,304.88,208.4,254.4
2020,3,27,7,39.48,311.64,169.6,248.44
2020,3,27,8,47.52,286.8,183,191.64
2020,3,27,9,49.16,308.44,155.96,241.32
2020,3,27,10,47.92,293,209.08,272.72
2020,3,27,11,44.6,296.96,156.68,246.6
2020,3,27,12,20.64,273.04,160.52,198.4
2020,3,27,13,12.16,256.28,203.24,134
2020,3,27,14,8.16,236.96,217.8,71.04
2020,3,27,15,13.48,127.96,208.56,71.76
2020,3,27,16,16.88,63.72,185.92,52.36
2020,3,27,17,14.92,139.8,153.4,120.04
2020,3,27,18,4.84,49.04,125,115.88
2020,3,27,19,2.68,20.16,63.44,47.84
2020,3,27,20,2.84,14.2,45.92,27.12
2020,3,27,21,0.92,13.6,226.56,29.8
2020,3,27,22,28.64,21.32,319.96,3.72
2020,3,27,23,33.96,8.92,233.2,2.04
2020,3,27,24,42.44,1.84,180.56,3.96
2020,3,28,1,43.08,8,14.72,15.36
2020,3,28,2,25.32,41.08,2.96,100.76
2020,3,28,3,4.6,63.36,3.12,107.96
2020,3,28,4,4.92,13.32,2.44,46.76
2020,3,28,5,4.4,0.56,4.16,14.52
2020,3,28,6,13.96,0,2.08,5.28
2020,3,28,7,10.56,0,13.72,2.6
2020,3,28,8,6.84,0.08,20,0.32
2020,3,28,9,7.08,1.24,15.28,0.6
2020,3,28,10,5.48,5.84,16.08,0.4
2020,3,28,11,1.04,39.52,17.28,6.76
2020,3,28,12,3.72,62.72,14.92,4.04
2020,3,28,13,7.04,53.24,24.28,10
2020,3,28,14,4.72,44.12,22.36,14.68
2020,3,28,15,4.04,23.8,20.52,13.84
2020,3,28,16,6.96,5.36,5.76,1.16
2020,3,28,17,11.44,1,1.72,0
2020,3,28,18,0.28,45.88,12.04,62.16
2020,3,28,19,3,73,25.8,101.16
2020,3,28,20,20.6,105.88,75.36,132.84
2020,3,28,21,15.32,162.2,65.8,187.44
2020,3,28,22,32.8,215.16,28.32,223.6
2020,3,28,23,36.68,250.2,162.44,238.8
2020,3,28,24,31.84,259.92,241.12,261.28
2020,3,29,1,38.28,292.44,274.64,278.4
2020,3,29,2,41.32,299.4,142.52,279.88
2020,3,29,3,44.08,283.64,143.88,277.08
2020,3,29,4,48.6,278.32,256.08,274.28
2020,3,29,5,49.52,216.32,294.72,271.68
2020,3,29,6,52.24,258,275.72,268.28
2020,3,29,7,51,280.24,288.72,268.6
2020,3,29,8,45.84,299,286.2,232.44
2020,3,29,9,37.48,268.8,249.88,243.44
2020,3,29,10,34.6,277,207.76,229.36
2020,3,29,11,41.96,248.64,241.48,234.2
2020,3,29,12,39.28,237.32,213.68,198.32
2020,3,29,13,26.36,159.24,185.76,179.32
2020,3,29,14,15.6,175.6,177.08,134.6
2020,3,29,15,24.6,107.32,179.72,133.12
2020,3,29,16,32.88,101.8,162.32,95.84
2020,3,29,17,16.56,115.48,129.56,116.68
2020,3,29,18,13.52,8.84,30.96,8.96
2020,3,29,19,11.84,2.04,51.4,3.36
2020,3,29,20,10.16,16.32,50.28,5.6
2020,3,29,21,10.08,15.84,62.52,4.48
2020,3,29,22,3.28,0,31.44,26.96
2020,3,29,23,4.08,0,13.72,4.28
2020,3,29,24,8.6,1.28,38.32,12.68
2020,3,30,1,10.44,45.6,57.28,141.28
2020,3,30,2,6.96,146.92,8.2,236.28
2020,3,30,3,3.6,196.88,8.52,210.2
2020,3,30,4,0.32,288.8,41.32,192.52
2020,3,30,5,0.24,287.48,72.04,169.2
2020,3,30,6,0.92,281.92,78.24,134
2020,3,30,7,0.4,248.04,83.08,98.48
2020,3,30,8,0,195.24,71,80.56
2020,3,30,9,0,174.16,31,69.16
2020,3,30,10,0,145.4,8.08,49
2020,3,30,11,0,87.92,4.76,41.4
2020,3,30,12,0.16,102.4,7.92,52.44
2020,3,30,13,1.24,98.52,21.44,57.24
2020,3,30,14,0.88,46.32,32.92,70.68
2020,3,30,15,0.6,47.96,41.92,48.92
2020,3,30,16,0.44,45.04,51.48,27.52
2020,3,30,17,0.76,49.8,50.84,27.72
2020,3,30,18,2.24,16.68,85.92,18.52
2020,3,30,19,3.12,13.28,72.56,21.92
2020,3,30,20,3.44,21.96,79.36,53.92
2020,3,30,21,20.6,100.44,129.68,209
2020,3,30,22,36.6,211.88,133.92,253.72
2020,3,30,23,19.2,263.04,128.04,252.6
2020,3,30,24,8.32,281.84,99.28,244.72
2020,3,31,1,5.56,280.32,86.52,228.12
2020,3,31,2,1.4,283.56,114.72,227.68
2020,3,31,3,3.48,273.16,119.68,245.08
2020,3,31,4,1.92,257.4,75.76,256.36
2020,3,31,5,1.68,93.8,48.76,123.96
2020,3,31,6,32.2,243.32,35.8,175.48
2020,3,31,7,19.08,112.52,11.12,94.32
2020,3,31,8,18.16,203,10.2,68.48
2020,3,31,9,17.16,134.28,4.48,145.4
2020,3,31,10,4.08,109.28,0.48,199.36
2020,3,31,11,3.36,131.08,0.52,186.2
2020,3,31,12,2.72,84.68,48.56,55.96
2020,3,31,13,4.52,61.8,82.32,67.28
2020,3,31,14,12.48,80.4,100.28,7.2
2020,3,31,15,6.8,48.04,79.32,16.84
2020,3,31,16,3.2,43.08,81.36,48.68
2020,3,31,17,5.12,0,69.08,59
2020,3,31,18,0.72,0,19,0
2020,3,31,19,1.72,5.8,36.68,0
2020,3,31,20,6.28,101.68,30.96,0
2020,3,31,21,4.84,57.48,56.44,31.44
2020,3,31,22,0.76,80.76,58.16,17.16
2020,3,31,23,0.12,67.6,47.96,2.84
2020,3,31,24,4,26.64,21.36,54.6
2020,4,1,1,0.8,17.76,9.76,1.92
2020,4,1,2,0,9.84,22.04,16.04
2020,4,1,3,0,1.68,46.48,6.92
2020,4,1,4,0.44,0.32,9.8,5
2020,4,1,5,1.88,0.04,48.56,5.92
2020,4,1,6,5.08,0,42.2,0.08
2020,4,1,7,12.88,0,62.24,0
2020,4,1,8,20.56,0,95.44,0.12
2020,4,1,9,13.04,0,77.52,1.24
2020,4,1,10,4.64,0,34.6,2.88
2020,4,1,11,1.48,0.6,11.72,9.84
2020,4,1,12,1.28,4.32,13,21.16
2020,4,1,13,2.24,14.84,22.52,50.92
2020,4,1,14,3.48,24.52,27.6,72.92
2020,4,1,15,5.4,37.36,26.2,72.96
2020,4,1,16,5.44,26.96,30.2,73.8
2020,4,1,17,2.76,20.84,27,81.44
2020,4,1,18,1.96,205.36,19.16,232.12
2020,4,1,19,7.88,182.8,51.08,241.84
2020,4,1,20,39.92,208.08,92.44,252.4
2020,4,1,21,15.28,247.4,127.28,257.2
2020,4,1,22,32.6,269.52,174.84,266.08
2020,4,1,23,42.56,229.16,204.72,270.12
2020,4,1,24,27.2,143.56,122.44,258.76
2020,4,2,1,29.04,131.04,144.6,216.76
2020,4,2,2,30.48,166.36,173.48,228.24
2020,4,2,3,32.84,287.72,185.04,229.12
2020,4,2,4,34.44,308.64,163.8,240.72
2020,4,2,5,49,300.12,156.12,244.12
2020,4,2,6,48.84,274.48,169.6,221.72
2020,4,2,7,49.84,257.76,162.64,160.68
2020,4,2,8,52.56,268.4,170.76,47.08
2020,4,2,9,42.88,200.64,177.52,1.28
2020,4,2,10,38.2,61.16,136.4,0
2020,4,2,11,21.32,14,84.76,0
2020,4,2,12,28.8,44.44,80.4,0
2020,4,2,13,23.68,17.92,64.88,0
2020,4,2,14,8.96,20.64,28.56,0
2020,4,2,15,3.32,22.44,23.88,16.44
2020,4,2,16,0,9.68,10.84,60.12
2020,4,2,17,0,8.28,8.44,24.84
2020,4,2,18,0.6,31.44,9.48,29.96
2020,4,2,19,6.2,16.12,6.4,28.08
2020,4,2,20,3.04,24.08,8.64,21.6
2020,4,2,21,0.84,21.04,7.48,27.72
2020,4,2,22,1.6,172.08,9.96,136.4
2020,4,2,23,1.4,184.68,4.68,103.36
2020,4,2,24,4.32,169.8,4.36,88.24
2020,4,3,1,27.4,26.88,10,58.96
2020,4,3,2,43.64,32.88,0.6,40.32
2020,4,3,3,46.24,153.76,54.04,94.6
2020,4,3,4,40.96,235.24,101.28,164.96
2020,4,3,5,55.88,179.12,114.04,108.52
2020,4,3,6,57.16,160.8,102.64,39.52
2020,4,3,7,57.96,64.96,220.44,16.16
2020,4,3,8,42.04,70.56,263.96,19.16
2020,4,3,9,32.36,65.6,231.32,11.24
2020,4,3,10,25.64,117.4,158.6,7.16
2020,4,3,11,23.6,83.72,98.4,1.2
2020,4,3,12,11.36,39.2,63,0.6
2020,4,3,13,4.16,6.64,47.32,0.56
2020,4,3,14,3.72,8.84,37.24,0
2020,4,3,15,3.96,11.52,30.08,0.2
2020,4,3,16,3.16,12.88,22.72,1.76
2020,4,3,17,1.96,10.72,13.96,0.68
2020,4,3,18,0.08,0.16,2.56,5.8
2020,4,3,19,0,0.88,4,1.48
2020,4,3,20,0,5.56,5.96,9.2
2020,4,3,21,0.72,40.4,12.4,22.16
2020,4,3,22,2.24,88.56,15.88,98.72
2020,4,3,23,1.72,81.28,17.72,100.2
2020,4,3,24,10.8,64.92,18.64,103
2020,4,4,1,20.32,114.44,35.32,183.44
2020,4,4,2,37.56,147.2,57.4,175.16
2020,4,4,3,40.96,142.76,48.6,117.04
2020,4,4,4,45.44,113.84,37.96,101.84
2020,4,4,5,41.24,85.92,42.44,71.64
2020,4,4,6,27,126.24,71.36,73.12
2020,4,4,7,21.48,117,96.88,37.08
2020,4,4,8,21.84,53,117.56,18.48
2020,4,4,9,26.84,10.2,86.52,1.88
2020,4,4,10,28.48,14.12,65.64,1
2020,4,4,11,25.32,16.68,98.56,0.52
2020,4,4,12,57.92,82.04,264.44,4.76
2020,4,4,13,59.32,175.28,304.48,46.6
2020,4,4,14,59.32,239.08,287.8,134.36
2020,4,4,15,59.32,233.32,275.32,193.92
2020,4,4,16,59.32,250.2,291.6,213.28
2020,4,4,17,58.48,207.88,310.56,174.64
2020,4,4,18,11.56,115.96,155.4,125.28
2020,4,4,19,11.2,57.52,103.72,133.2
2020,4,4,20,21.84,76.12,49.48,130.8
2020,4,4,21,31.08,71.4,121.32,127
2020,4,4,22,41.16,34.56,127.6,92
2020,4,4,23,25.04,84.88,110.12,163.96
2020,4,4,24,10.92,121.72,87.52,154.72
2020,4,5,1,7.8,105.8,87.12,133.6
2020,4,5,2,3.88,30.76,50.92,123.8
2020,4,5,3,13.24,21.52,46.96,129.6
2020,4,5,4,2.96,52.08,16.88,132.32
2020,4,5,5,3.2,30.04,3.68,144.4
2020,4,5,6,2.44,12.12,0.52,182.16
2020,4,5,7,4.92,67.64,2.52,176.48
2020,4,5,8,3.68,122.92,6.92,149.36
2020,4,5,9,11.2,107.28,19.16,30.84
2020,4,5,10,13.84,86.28,19.52,27
2020,4,5,11,3.92,58.44,37.12,35.72
2020,4,5,12,4.12,26.56,36.88,25.12
2020,4,5,13,5.12,10.88,65.96,25.56
2020,4,5,14,7.88,13.2,55.04,25.28
2020,4,5,15,7.76,15.92,28.08,26.88
2020,4,5,16,17.4,12.92,12.12,27.24
2020,4,5,17,20.8,30.88,9.44,27.12
2020,4,5,18,12.48,41.4,26.2,37.44
2020,4,5,19,1.48,36.2,14.24,39.24
2020,4,5,20,4,54.4,37.48,76.16
2020,4,5,21,22.32,149.76,44.64,141
2020,4,5,22,42.56,255.4,26.56,159.8
2020,4,5,23,43.12,271.12,49.32,175.56
2020,4,5,24,49.64,250.16,13.84,91.64
2020,4,6,1,26.92,184.08,9.12,60.4
2020,4,6,2,12.44,111.52,7.68,67.64
2020,4,6,3,8.24,107.96,0.92,44.24
2020,4,6,4,24.56,65.32,7.32,37.48
2020,4,6,5,5.44,78.88,27.48,50.72
2020,4,6,6,8,89.84,41.08,71.12
2020,4,6,7,24.08,103.84,46,139.68
2020,4,6,8,20.16,145.68,54.32,155.8
2020,4,6,9,14.12,261.32,46.92,82.64
2020,4,6,10,8.04,190.56,19.24,53.96
2020,4,6,11,7.64,68.36,12.4,51.48
2020,4,6,12,13.12,94.24,6.76,51.92
2020,4,6,13,11.48,180.72,2.12,133.4
2020,4,6,14,3.4,172.08,4.72,153.4
2020,4,6,15,2.2,89.08,21.88,104.04
2020,4,6,16,8.2,57.68,22.72,68.92
2020,4,6,17,9.44,36.8,8.56,113.36
2020,4,6,18,25.32,240.08,197.6,230.96
2020,4,6,19,38.96,266.16,196.96,151.84
2020,4,6,20,12.68,268,109.72,43.12
